TotalCharges,MonthlyCharges,SeniorCitizen,tenure,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
4009.2,102.6,1,38,1,1,0,1,2,1,0,2,2,0,2,2,0,1,2,0
789.2,25.0,0,31,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
405.6,20.15,0,23,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0
6843.15,95.1,0,72,0,1,1,1,2,1,2,2,0,0,2,0,2,1,2,0
3824.2,78.0,0,49,0,1,1,1,0,0,0,2,2,0,2,2,1,0,1,0
137.85,33.65,0,4,0,0,0,0,1,0,2,2,0,0,0,0,0,1,2,1
1842.8,98.55,1,20,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1
227.45,19.45,0,12,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0
86.6,24.45,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1
44.4,19.3,0,2,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
935.9,20.0,0,48,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
1028.75,19.95,0,51,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
683.25,59.65,0,11,1,1,1,1,0,0,0,0,2,0,2,0,0,1,0,0
358.05,19.4,0,17,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0
1055.9,54.0,1,20,1,0,0,1,0,0,2,0,0,2,0,0,1,0,3,0
6172.0,86.4,0,71,1,0,0,1,2,1,0,0,2,2,0,0,2,1,1,0
2258.25,41.1,0,57,0,0,0,0,1,0,2,0,2,2,0,0,1,1,1,0
1857.25,86.55,1,21,1,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0
644.5,20.1,0,35,0,0,1,1,0,2,1,1,1,1,1,1,1,1,1,0
1931.75,99.95,0,19,1,0,0,1,2,1,0,2,0,0,2,2,0,1,2,1
1377.7,19.95,0,68,1,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0
7321.05,111.05,0,67,1,1,0,1,0,1,2,2,2,2,2,2,2,1,2,0
607.3,35.2,0,18,0,0,0,0,1,0,0,0,2,2,0,0,0,1,2,0
1443.65,25.7,0,55,1,1,0,1,2,2,1,1,1,1,1,1,2,0,0,0
4391.45,96.1,0,47,1,1,1,1,0,1,2,2,2,0,0,2,1,1,2,0
1306.3,25.2,1,50,0,1,0,1,2,2,1,1,1,1,1,1,1,0,2,0
3175.85,59.2,0,55,1,0,0,1,0,0,2,0,2,2,0,0,2,1,2,0
1679.65,65.8,0,25,0,0,0,1,0,0,0,2,0,2,0,2,0,1,0,0
947.75,25.25,0,39,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
352.65,64.35,0,5,0,0,0,1,0,0,2,0,0,2,2,0,0,1,2,0
7149.35,102.1,0,68,1,0,0,1,2,1,2,2,2,0,0,2,2,1,0,0
5643.4,105.4,0,54,1,0,0,1,0,1,2,2,0,2,2,2,1,1,1,1
5682.25,105.55,0,53,0,0,0,1,2,1,0,2,2,0,2,2,2,0,2,0
6567.9,115.85,0,56,1,1,1,1,2,1,2,2,2,2,2,2,2,0,3,0
5243.05,83.0,1,63,0,0,0,1,2,0,2,2,2,2,2,0,1,0,0,0
846.8,50.3,0,17,1,0,1,1,0,0,2,0,0,0,0,0,0,1,3,0
5293.95,75.8,0,68,1,1,1,1,2,0,0,2,2,2,0,2,1,1,0,1
347.65,99.6,1,4,0,1,0,1,2,1,2,0,0,0,2,2,0,1,2,1
25.1,25.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1
251.75,79.65,0,3,1,1,0,1,2,1,0,0,0,2,0,0,0,1,0,1
1359.5,20.35,0,66,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,0
162.45,40.05,0,4,1,0,0,0,1,0,0,0,0,2,0,2,0,1,2,0
74.4,74.4,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2,1
1133.7,24.35,0,48,0,0,0,1,2,2,1,1,1,1,1,1,1,0,0,0
2636.05,75.35,0,35,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1
140.95,20.2,0,8,0,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0
5264.5,84.9,0,61,1,1,1,1,0,0,2,2,2,2,2,2,1,0,0,0
1177.95,20.5,0,55,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
948.9,19.75,0,47,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
5897.4,85.35,0,69,0,0,0,1,2,0,2,0,2,2,2,2,2,1,1,0
5594.0,101.05,1,56,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,0
1468.75,78.2,0,18,1,1,0,1,0,1,0,0,2,2,0,0,0,0,2,0
2196.15,89.5,1,25,1,0,0,1,2,1,0,2,0,0,2,0,0,1,2,1
815.55,61.4,0,14,1,1,1,1,0,0,2,2,0,0,0,2,2,1,0,0
134.05,20.65,0,7,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0
761.85,19.05,0,42,0,1,1,1,0,2,1,1,1,1,1,1,1,1,2,0
255.5,20.5,0,12,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0
220.95,86.85,1,3,0,0,0,1,0,1,0,0,2,0,2,0,0,1,2,1
1346.9,58.35,0,24,1,1,0,1,2,0,2,0,0,2,0,0,1,1,2,0
2813.05,58.9,0,47,0,0,0,1,0,0,2,2,0,2,0,0,1,1,3,0
6719.9,92.3,0,72,1,1,0,1,2,0,2,2,2,2,2,2,2,0,1,0
1493.2,68.65,0,21,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0
4154.55,76.25,1,55,0,1,1,1,2,0,2,0,2,2,2,0,1,0,2,0
52.05,21.2,0,3,1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
7133.45,115.05,0,62,0,0,0,1,2,1,2,2,2,2,2,2,1,1,1,0
164.85,20.05,0,7,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,1
1205.5,69.95,0,16,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
7238.6,108.1,1,66,0,0,0,1,2,1,0,2,2,0,2,2,1,0,0,0
1801.1,67.45,0,29,0,0,0,1,2,0,2,2,0,2,0,0,0,0,3,0
1172.95,40.3,1,30,0,0,0,0,1,0,0,0,2,0,2,0,0,1,2,1
54.9,54.9,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,1,2,1
2753.8,77.2,0,34,1,1,1,1,2,0,0,0,2,0,2,2,1,0,0,0
75.3,75.3,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,1
1260.7,25.0,1,51,1,0,0,1,2,2,1,1,1,1,1,1,1,0,0,0
1655.35,50.15,0,35,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0
2006.95,26.0,0,70,0,1,0,1,2,2,1,1,1,1,1,1,2,1,0,0
2475.35,95.85,0,26,0,0,0,1,0,1,2,0,2,2,0,2,1,1,0,0
2627.35,55.5,0,48,0,0,0,1,0,0,2,2,0,0,0,0,2,0,1,0
75.3,75.3,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,3,1
6998.95,105.4,1,69,0,1,0,1,2,1,0,2,0,2,2,2,2,0,1,0
3946.9,116.15,0,34,0,0,1,1,2,1,2,2,2,2,2,2,2,1,1,0
1346.3,95.8,1,14,0,1,1,1,2,1,0,0,0,0,2,2,0,1,2,0
267.35,49.65,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1
1056.95,99.5,0,11,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1
312.7,49.5,0,6,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
222.65,21.2,0,10,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,0
1398.25,84.9,0,16,1,1,1,1,2,0,2,2,0,2,2,2,0,0,2,0
6033.3,107.25,0,56,1,1,0,1,2,1,0,2,0,2,2,2,1,1,2,0
164.5,79.75,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,1
4459.8,100.15,1,45,0,0,0,1,2,1,0,0,2,0,2,2,1,1,0,0
1201.65,70.35,0,17,1,1,1,1,2,0,2,0,2,0,2,0,1,1,0,0
5916.95,105.45,0,56,0,0,0,1,2,1,0,2,0,2,2,2,0,1,0,0
8312.75,115.5,0,72,0,1,0,1,2,1,2,2,2,2,2,2,2,1,0,0
940.35,74.3,1,13,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2,1
548.9,74.6,0,8,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0
696.35,53.65,0,12,1,1,1,1,0,0,0,0,0,0,0,2,1,0,1,1
3145.15,60.5,0,51,0,1,0,1,0,0,2,2,0,2,0,0,1,1,0,0
1138.8,24.65,0,45,0,1,1,1,2,2,1,1,1,1,1,1,2,1,0,0
1070.5,19.85,0,52,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
608.15,55.05,0,11,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0
1126.35,31.05,0,36,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0
137.1,80.45,0,2,0,0,0,1,0,1,2,0,2,0,0,0,0,1,2,0
702.05,20.65,0,31,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,0
1373.0,54.1,0,25,0,1,0,1,2,0,0,2,0,0,0,0,0,0,2,0
3478.15,70.8,0,50,0,0,1,1,0,0,2,0,2,2,2,0,1,1,1,0
4680.05,101.0,1,46,1,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1
1268.85,19.1,0,69,1,0,0,1,0,2,1,1,1,1,1,1,2,1,3,0
5222.3,74.1,0,70,0,1,1,1,0,0,2,2,2,2,0,2,1,0,1,0
2151.6,85.2,0,27,1,1,1,1,2,1,0,2,0,2,0,0,0,1,1,0
5013.0,75.1,0,66,1,1,1,1,0,0,2,2,2,2,2,0,1,1,2,0
8349.7,115.15,0,72,0,1,0,1,2,1,2,2,2,2,2,2,2,0,2,0
173.0,23.5,0,7,1,0,0,1,2,2,1,1,1,1,1,1,0,0,3,0
6418.9,111.95,1,56,0,0,0,1,2,1,0,2,2,2,2,2,1,1,2,1
3109.9,99.45,0,31,1,0,0,1,0,1,0,0,2,2,2,2,2,0,0,0
2510.7,98.1,1,26,0,1,0,1,2,1,0,0,2,0,2,2,0,1,0,0
343.6,24.5,0,13,1,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0
3515.25,49.35,0,71,1,1,0,0,1,0,0,2,0,0,2,2,2,0,2,1
268.45,20.0,0,13,1,0,0,1,0,2,1,1,1,1,1,1,2,0,1,0
4039.5,64.75,0,60,0,0,0,1,2,0,2,0,2,2,0,0,1,0,2,0
2308.6,74.65,0,30,0,0,0,1,0,0,2,2,2,2,2,0,1,0,1,0
1242.25,54.6,0,24,1,0,0,1,2,0,0,0,0,2,0,0,1,0,0,0
1587.55,98.75,1,16,1,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1
151.65,70.7,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
3486.65,70.5,0,50,1,1,1,1,2,0,2,0,0,2,2,0,2,1,1,0
2414.55,79.3,1,29,1,1,0,1,2,1,0,0,0,2,0,0,0,1,2,0
6602.9,95.0,0,70,1,1,0,1,2,1,0,2,2,0,2,0,1,1,0,0
3097.2,43.9,0,67,1,0,0,0,1,0,2,0,0,2,2,0,2,0,2,0
3055.5,93.55,1,33,1,1,0,1,0,1,2,2,0,2,0,2,1,1,2,0
388.6,20.05,0,18,1,0,0,1,0,2,1,1,1,1,1,1,2,0,1,0
6397.6,90.8,0,72,1,1,1,1,2,0,2,2,2,2,2,2,2,1,1,0
2715.3,105.45,0,26,0,0,1,1,0,1,0,2,2,2,2,2,2,1,2,0
58.15,19.8,0,3,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,1
1451.9,80.65,0,18,1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,1
163.7,83.8,1,2,0,0,0,1,0,1,0,2,0,0,2,0,0,1,0,0
792.15,44.45,0,17,1,1,1,0,1,0,2,0,2,0,2,0,1,0,1,0
1387.0,74.15,0,18,1,0,0,1,2,1,0,0,0,0,0,0,0,0,3,0
413.65,75.55,0,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1
370.4,54.85,0,7,1,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0
1460.85,20.1,0,72,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,0
4747.65,81.05,0,61,1,1,0,1,0,0,2,2,0,2,2,2,2,1,3,0
4187.75,98.4,1,41,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1
4282.4,106.5,0,41,0,0,0,1,2,1,2,2,2,2,2,0,0,1,2,0
595.05,20.3,0,27,1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
6413.65,100.15,0,62,0,0,1,1,2,1,0,0,2,0,2,2,1,1,2,1
2257.75,89.15,0,25,0,1,1,1,0,1,0,2,2,0,2,0,0,1,0,1
758.6,85.35,0,9,1,0,0,1,2,1,0,0,0,0,2,0,0,1,2,1
1311.6,19.75,0,61,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0
2606.35,76.35,0,36,0,0,0,1,0,0,2,2,2,2,2,0,1,1,3,0
1734.5,58.0,0,29,0,0,0,1,0,0,2,0,2,2,0,0,1,0,1,0
8093.15,114.0,0,72,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,0
683.75,19.35,0,37,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,0
4542.35,75.95,0,59,0,1,1,1,0,0,0,2,0,2,2,2,2,1,1,0
151.8,76.4,0,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,2,1
1617.5,94.4,0,17,0,0,0,1,2,1,2,2,0,0,2,0,0,1,2,1
5405.8,109.65,0,50,0,1,0,1,2,1,2,2,0,2,2,2,0,1,0,0
3251.85,49.4,0,66,0,1,1,1,0,0,0,0,0,2,0,0,1,1,1,0
3419.5,62.85,0,53,1,0,1,1,0,0,2,2,0,2,0,0,1,0,1,0
3116.15,54.15,0,59,1,0,0,1,2,0,0,0,2,0,0,0,2,0,1,0
85.45,85.45,0,1,0,0,0,1,0,1,0,0,2,0,2,0,0,1,2,1
635.6,93.85,0,7,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1
19.9,19.9,0,1,0,1,1,1,0,2,1,1,1,1,1,1,0,1,2,1
4738.3,91.25,0,52,1,0,0,1,0,1,2,0,2,0,2,0,1,0,2,0
883.35,19.55,0,48,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
1797.1,25.4,0,72,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3,0
279.2,18.8,0,19,1,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
8033.1,111.95,0,72,1,1,1,1,0,1,2,2,2,2,2,2,2,0,0,0
6744.2,95.65,0,69,0,1,0,1,0,1,0,2,0,0,2,2,1,1,1,0
757.95,19.75,0,39,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
1451.6,85.45,0,17,0,1,1,1,2,1,0,0,0,0,0,2,0,1,2,1
563.5,60.2,0,10,1,1,1,1,0,0,0,0,2,0,2,0,0,0,3,0
19.1,19.1,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,1
63.6,20.0,0,3,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
3983.6,55.3,0,72,1,1,1,1,2,0,2,0,0,0,0,0,2,0,0,0
50.15,50.15,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0
3418.2,95.5,0,35,1,0,0,1,2,1,0,0,2,2,2,0,0,0,2,0
2495.15,72.1,0,35,1,0,1,1,0,0,0,0,0,2,2,2,1,1,3,0
113.5,19.7,0,6,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0
4040.2,89.2,1,44,1,1,0,1,2,1,0,0,2,0,2,0,0,1,2,0
1161.75,19.65,0,60,1,1,1,1,0,2,1,1,1,1,1,1,2,0,1,0
297.35,48.8,0,6,0,1,1,1,0,0,0,0,0,2,0,0,0,1,3,0
2032.3,83.2,0,23,0,0,0,1,0,1,0,2,2,2,0,0,0,0,0,0
3772.5,54.95,0,69,0,1,1,0,1,0,0,2,2,0,2,2,2,1,1,0
3723.65,54.4,0,68,0,1,0,0,1,0,2,0,2,0,2,2,1,1,2,0
3254.35,75.2,0,43,0,1,1,1,0,0,2,0,2,0,2,2,2,0,0,0
76.65,19.9,0,4,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0
6856.95,95.65,0,71,0,1,0,1,2,1,2,2,0,0,2,0,1,0,3,0
1103.25,19.25,0,60,0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,0
2119.5,97.35,0,21,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1
2661.1,85.3,1,32,1,1,0,1,2,1,0,0,0,0,0,2,0,0,2,1
2934.3,59.75,0,49,0,0,0,1,2,0,2,2,0,0,0,0,0,1,1,1
1723.95,23.55,0,72,1,1,0,1,2,2,1,1,1,1,1,1,2,1,0,0
1537.9,84.3,0,18,1,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0
212.3,19.35,0,12,1,0,1,1,0,2,1,1,1,1,1,1,2,0,0,0
931.55,73.35,0,13,1,0,0,1,0,0,0,2,0,2,2,2,0,0,3,0
3532.25,83.85,0,40,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0,0
1866.45,25.45,0,72,0,0,0,1,2,2,1,1,1,1,1,1,2,0,1,0
86.6,86.6,0,1,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,1
3410.0,97.7,0,34,1,1,1,1,2,1,0,2,0,0,2,2,0,1,0,0
3173.35,71.9,0,43,1,1,1,1,2,0,2,0,0,2,0,2,1,1,1,0
1074.65,56.8,0,18,1,1,0,1,2,0,0,2,0,0,0,0,0,0,1,0
6263.8,86.85,0,71,1,1,1,1,2,0,2,2,2,2,2,2,2,0,0,0
4189.7,63.3,0,66,1,1,1,1,2,0,0,0,2,0,2,0,2,1,0,0
4953.25,72.95,0,68,1,1,1,1,0,0,0,0,2,2,2,2,2,1,0,0
2356.75,47.85,0,51,1,0,1,1,0,0,0,0,0,2,0,0,1,0,1,0
280.35,70.2,1,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0
396.1,95.45,1,4,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1
69.8,69.8,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
460.2,20.8,0,25,1,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0
612.95,62.25,0,10,1,0,0,1,0,0,2,0,0,2,2,0,0,0,0,0
45.85,45.85,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
53.55,53.55,0,1,0,1,0,1,0,0,2,2,0,0,0,0,0,1,3,0
2866.45,94.05,0,30,1,1,0,1,2,1,0,0,0,0,2,2,0,1,1,1
346.45,29.6,0,11,0,1,1,0,1,0,2,0,0,0,0,0,0,1,2,0
1304.85,56.75,0,22,1,0,0,0,1,0,0,0,2,2,2,2,2,0,0,0
2791.5,62.7,1,45,1,0,0,1,0,0,2,0,2,0,0,2,1,0,1,1
7028.5,104.0,0,69,0,0,0,1,2,1,0,0,2,2,2,2,2,0,2,0
2033.05,83.15,0,24,0,1,1,1,2,1,0,2,2,0,0,0,1,0,0,0
1022.95,20.65,0,52,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
78.9,19.0,0,4,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
39.25,20.05,0,2,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0
911.6,26.45,0,37,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,0
2275.1,69.15,1,34,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5656.75,103.7,0,55,0,1,1,1,0,1,0,2,2,2,2,2,1,1,0,0
4820.55,79.4,0,61,0,1,1,1,2,0,2,2,2,2,0,2,1,1,2,0
593.75,50.25,0,12,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1
2265.25,80.15,0,29,1,1,0,1,2,1,0,2,0,0,0,0,0,1,0,1
551.95,60.9,1,8,1,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0
5589.45,79.6,0,70,0,0,0,1,0,0,2,0,2,2,2,2,2,0,0,0
74.7,74.7,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,1
1288.75,50.6,0,24,1,0,0,0,1,0,2,0,0,0,2,2,1,1,3,0
997.65,95.15,1,11,0,0,0,1,2,1,0,0,0,0,2,2,0,1,0,1
1060.6,83.2,0,13,1,0,0,1,0,1,0,0,2,0,2,0,0,1,2,1
6838.6,98.9,0,70,0,0,0,1,2,1,0,2,0,0,2,2,1,0,2,0
3895.35,100.55,0,39,1,0,1,1,2,1,0,0,0,2,2,2,2,0,3,0
5861.75,99.5,0,59,1,1,1,1,2,1,0,0,2,0,2,2,2,1,1,0
2807.1,98.8,0,29,1,0,0,1,0,1,0,0,2,2,2,2,0,1,1,0
2802.3,74.05,0,38,1,1,1,1,0,0,2,2,2,2,2,0,1,0,2,0
80.5,80.5,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,2,1
6152.4,84.8,0,71,1,1,1,1,2,1,0,2,0,2,0,0,2,1,2,0
572.2,19.8,0,29,1,0,0,1,0,2,1,1,1,1,1,1,1,1,3,0
44.95,44.95,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
1432.55,20.55,0,72,1,1,1,1,0,2,1,1,1,1,1,1,2,0,2,0
245.15,56.75,0,4,1,0,0,1,0,0,2,0,2,0,0,0,0,0,2,0
403.35,44.2,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
44.4,44.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
6841.3,97.85,0,72,0,1,0,1,2,1,0,0,2,0,2,2,2,1,2,0
3389.25,59.5,0,56,1,1,0,1,2,0,0,2,2,0,0,0,2,0,1,0
733.35,39.65,0,19,1,0,0,0,1,0,0,0,2,0,2,0,0,1,2,1
4447.75,69.25,0,64,1,1,1,1,0,0,2,0,2,2,2,0,2,0,3,0
2479.05,44.85,1,55,1,0,0,0,1,0,2,2,0,0,2,0,0,1,2,0
4589.85,84.25,0,55,0,0,0,1,2,1,2,0,2,0,0,0,1,1,1,0
4839.15,93.65,1,51,1,1,0,1,2,1,2,0,2,0,0,2,1,1,0,0
300.4,19.6,0,14,1,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0
5373.1,101.5,1,54,0,1,0,1,2,1,0,2,0,0,2,2,1,1,1,1
75.75,75.75,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1
1345.55,85.6,1,15,1,1,0,1,2,1,0,0,0,0,0,2,0,1,0,1
4981.15,80.4,0,62,1,0,0,1,0,0,0,2,2,2,2,2,0,1,0,0
864.85,78.1,1,11,0,1,1,1,2,1,0,0,2,0,0,0,0,1,1,0
764.55,56.0,0,13,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,0
5812.6,98.7,1,58,1,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1
514.6,85.95,0,6,0,0,0,1,0,1,0,2,0,0,0,2,0,1,3,0
2723.75,86.1,0,32,0,1,1,1,0,1,0,2,0,0,2,0,0,1,2,0
3581.6,80.2,0,43,1,1,0,1,2,0,2,0,2,0,2,2,1,1,2,0
799.0,49.45,0,16,1,0,0,1,0,0,0,0,0,2,0,0,0,1,3,0
1225.65,19.45,0,64,0,1,0,1,0,2,1,1,1,1,1,1,2,0,1,0
6936.85,105.2,0,66,0,1,0,1,2,1,0,2,2,0,2,2,0,1,2,0
835.5,20.25,0,42,1,1,0,1,0,2,1,1,1,1,1,1,2,0,2,0
712.75,50.75,0,14,1,0,0,0,1,0,0,0,2,0,2,2,0,1,2,1
242.95,91.5,0,3,0,1,0,1,2,1,0,2,0,0,0,2,0,1,1,1
672.7,46.35,1,14,0,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0
279.55,94.6,1,3,1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1
3343.15,99.85,1,34,1,0,0,1,0,1,0,2,2,0,2,2,1,1,2,0
1107.2,21.0,0,52,1,0,0,1,0,2,1,1,1,1,1,1,2,0,0,0
2882.25,67.7,0,42,0,0,0,1,0,0,2,2,0,2,0,2,1,1,3,0
3364.55,50.55,0,66,1,1,1,0,1,0,0,0,0,2,2,2,2,0,0,0
365.55,49.85,0,8,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,1
2633.3,83.7,0,32,1,0,1,1,2,0,0,2,2,2,2,2,1,0,1,0
7281.6,109.4,0,67,0,1,1,1,2,1,2,0,2,2,2,2,1,1,2,0
8456.75,116.8,0,72,0,1,1,1,2,1,2,2,2,2,2,2,2,1,1,0
152.6,19.35,0,8,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,0
1724.15,24.25,0,70,1,1,0,1,2,2,1,1,1,1,1,1,2,0,0,0
1185.95,20.75,0,58,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,0
2019.8,66.4,0,31,1,1,0,1,0,0,0,0,2,2,0,2,0,1,1,0
357.7,19.9,0,19,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0
2301.15,54.5,0,42,1,1,1,1,0,0,2,2,0,0,0,0,0,0,3,0
6615.15,102.45,0,66,0,1,1,1,2,1,0,2,2,0,2,2,1,1,1,1
71.2,20.25,0,3,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0
5088.4,95.65,0,52,1,1,0,1,2,1,0,2,0,2,0,2,0,1,1,0
714.15,77.65,0,9,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1
574.5,66.05,0,8,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0
5475.9,94.1,0,60,0,1,0,1,2,1,2,2,0,0,0,2,0,1,1,0
217.55,80.1,0,3,0,0,0,1,0,1,0,0,2,2,0,0,0,0,1,1
314.95,26.4,0,12,1,1,1,1,2,2,1,1,1,1,1,1,1,0,3,0
1329.2,81.5,1,17,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,1
340.25,48.7,0,7,1,1,1,1,0,0,0,0,2,0,0,0,0,0,2,1
6171.2,99.15,0,64,1,0,1,1,0,1,0,2,0,2,2,2,0,1,1,0
6613.65,104.3,0,62,0,1,0,1,0,1,2,0,2,2,2,2,1,1,2,0
3474.2,95.4,0,36,1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,0
116.65,67.75,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
1201.65,20.05,0,62,1,0,0,1,0,2,1,1,1,1,1,1,2,1,1,0
1905.4,50.65,0,39,0,0,0,0,1,0,0,0,2,0,2,2,0,1,1,0
160.8,76.4,0,2,0,0,0,1,0,0,0,0,2,2,2,2,0,0,2,1
106.55,49.4,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,1
2536.55,59.65,0,42,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0
1847.55,25.35,0,71,1,1,1,1,2,2,1,1,1,1,1,1,2,0,1,0
523.1,45.05,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
137.6,20.0,0,7,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,1
82.3,82.3,0,1,0,0,0,1,0,1,0,2,2,0,0,0,0,1,2,1
1183.2,53.15,0,21,0,0,1,0,1,0,2,2,2,2,2,0,2,0,3,0
524.5,51.65,0,10,1,0,0,1,0,0,2,0,0,0,0,0,0,1,3,0
